V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,Amount,Class
-5.217916135664829,1.6877285799703958,0.3697160311594678,-4.366870798631488,-1.9521647977421233,-1.046018318428621,-0.25524406483297946,0.2940508964210351,-1.4352779566844296,-1.8777565543199457,-2.674147346132461,0.4742940896903212,23.46,1
-0.511972732581333,1.3775742378621714,0.48889232002474803,-1.28754227453033,0.7679183747306735,0.9504655833066802,1.6554544621343732,0.008564161520441482,-0.6140414084173295,1.5919872826634194,-0.820217881710078,1.33416380329162,150.51,0
-1.5714124145261388,4.2150850574642975,0.4834622621491179,-1.5967914981086495,2.4161152188690522,0.034394439244190944,2.6505304522085757,2.9624396708032337,-1.7009845178206917,0.5000579241565744,1.775122261063311,-0.4873993151630293,65.84,0
0.013499008666806422,-1.0172757820622527,-0.9587444997826314,0.29092198273082504,-0.9328951365020317,0.8701388978915777,1.363498627901614,1.2029174730488459,-2.5283071045911902,0.4385798258607382,-1.521681277214935,1.218724416765093,45.65,0
0.9822287120558374,-0.8566881138653886,0.0036427146331976666,0.16899918399480085,-2.54179783079699,1.819980844385123,1.2147162151324011,1.1478310091636508,-0.7475056224142902,-0.28254821211634557,-0.3531274064328168,0.6135336001379667,8.48,0
-0.2026893875673328,-2.280045140164029,-0.26529990659052455,-1.2073306924900726,-0.1965960218276378,2.1806666049762575,0.3032592976769023,-0.784694756934486,-3.075092859516692,3.3794290233913076,-4.17628899394305,0.35720421292519733,8.48,0
-0.6183692564723688,1.827560265066828,0.855460978411393,0.38794431402488205,0.7628142336580073,0.7084060344776517,2.424328040876186,1.1192965456282782,-0.8151323345273982,0.4003635625354734,-1.1382757334045204,0.3065767054225851,2.99,0
0.5005771625259225,-0.5240812052707964,0.31010594640479433,-0.3023958986162312,-0.2314001341607349,1.3409648246399417,0.5684593923460235,0.9548672129475447,-2.208490062782266,1.0031038948524644,0.7805941267013412,0.7968326802253469,100.56,0
-0.6387043057480966,1.8591737722570125,-1.2513144705804404,2.580634526689813,0.6679446297132128,2.7299362554821007,4.759809754709314,-1.8097810459276507,-3.235412696178291,1.0265989431263174,0.5732416810028789,1.502189639044374,45.95,0
1.4357904747964776,-2.8984218009741207,0.7031930198810526,-0.10694200849811042,-1.9918813264644037,-0.08686517767361768,2.324535610766227,-2.4767399376165873,-1.8873578026258095,1.3002852018643674,-0.4088797505242894,-0.9067000992656608,61.56,1
2.432916042614971,-4.277885513833556,0.5302013559178365,1.3903031261031995,-4.01985923185953,2.029716586123232,-0.2985596378191997,-0.5910645447992748,-0.8156035899535037,-0.06415531826735227,-1.1789460753294456,-0.8242792554763356,1.04,0
2.3535751874084694,-0.9087629048481264,-0.5171411592241882,0.18212119387939762,-0.5655170659909343,-0.35145151983293144,1.5784557768853529,-1.6882279340527377,0.7940987621519862,0.8194430965860963,2.2729164025416306,-0.8293017215118991,175.18,0
